L2,H1,Jaccard,Hausdorff,Elements,Vertices,SizeMin,SizeMax,PreMeshCompTime,RefineTime,SolveTime
0.1920244291719777,0.6231500589718054,0.33153597546432584,0.42576487928404066,80,53,0.6277904724389106,0.9632341922267929,0.21313763100079086,0.0037838620010006707,0.09478492500056745
0.04280855404009183,0.340473994299333,0.8373960700747414,0.181832260725881,180,103,0.25593725898246467,0.9700981908158154,0.07982097500098462,0.010444593999636709,0.22251881800002593
0.018581190835446456,0.19923385178601055,0.8696009114162062,0.09506256358517266,576,302,0.12987437512109828,0.9126457326143955,0.08796869999969203,0.02760780700009491,0.21609102500042354
0.010468427436496015,0.15401854597312295,0.9464459832022173,0.05491990751082184,1212,626,0.0640118012886536,0.7697234421877877,0.09238711099897046,0.06839675000082934,0.19761067199942772
0.00806890260853529,0.11762219452627995,0.973309430290933,0.029988111832927575,3175,1617,0.028543160315825832,0.42859089703543873,0.10309349799899792,0.153383594000843,0.29811941899970407
0.007277776111483997,0.10660205107824201,0.9852789743553296,0.01678179005327871,6110,3093,0.014948887139690297,0.40695273295143325,0.1134271049995732,0.3661438809995161,0.5610606810005265
0.007163423240862652,0.09565555933582527,0.9932542055911341,0.007825597483014882,13884,6997,0.0063191686080357095,0.40679227575298743,0.1889805079990765,1.0083463650007616,1.2999949599998217
