L2,Jaccard,Hausdorff,Elements,Vertices,SizeMin,SizeMax,MeshTime,SolveTime
0.04031472516014835,0.6962122070447316,0.2061895614306347,188,113,0.3894558789948679,0.6431404325802621,0.04147621200536378,0.11877302299399162
0.007427244624249052,0.8097262603085723,0.19122750206062042,752,413,0.12622111336636635,0.4037988996734307,0.07150001999980304,0.533871714003908
0.0014193578139249348,0.9317618389983913,0.1154723621245738,3008,1577,0.05967487503907439,0.20701119190025738,0.26598610099608777,0.32125158100097906
0.0004642079135698579,0.957052333223597,0.07533614932382261,12032,6161,0.029624035465195216,0.1037109967784548,1.0778556520017446,1.08699158699892
9.458988407058838e-05,0.9769224671415301,0.036882471077765544,48128,24353,0.014811428819615582,0.051856102841502265,4.813121601000603,4.153914012000314
2.1450867937887078e-05,0.9897853369882182,0.017174380920968114,192512,96833,0.007405713891747867,0.025928051332191115,18.99985957800527,17.562450978002744
6.031242784535406e-06,0.994764914847322,0.009697786133157022,770048,386177,0.003702856885497262,0.012964025618847701,68.4458653499969,75.67917774200032
